comments,predicted_aspects
this restaurant is very unique it is located in an old house downtown and the seating area is quite small but it lends to an intimate feel my meal was amazing i wanted a stuffed pasta that was not on the menu and when i inquired about it the waiter said it was not a problem for them to special make it for me i was shocked that they would do that and my meal was wonderful the service was great too nnhighly recommended,"[{'term': 'Ġarea Ġis', 'polarity': 'pos'}, {'term': 'Ġpasta Ġthat', 'polarity': 'pos'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġsaid', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'pos'}]"
great and delicious food we had the beef tartara with fries and salad very yummy,"[{'term': 'Ġwe', 'polarity': 'pos'}, {'term': 'Ġtart ara Ġwith Ġfries', 'polarity': 'pos'}, {'term': 'Ġand', 'polarity': 'pos'}, {'term': 'Ġvery', 'polarity': 'pos'}]"
we ate brunch here with some friends a few weeks ago i had forgotten to jot a quick review about the place so here goesnnwe really liked their food on the day we visited ive read through some of the other less glowing reviews and wonder if its just that their consistency might be an issue on this visit we had some amazing plates i thoroughly enjoyed their breakfast quesadilla and my wife enjoyed one of their specialty omelets the food was served promptly and at the right temperature usually one of my biggest gripes with eating breakfast in many restaurants our waitress was very friendly and didnt miss a beat with our tables fairly complex ordering the ambience was great not too noisy but upbeat enough to be interestingnnwell be back to try the place a few times and finalize our impression but the first impression was a great one and first impressions count a lot,"[{'term': 'Ġon', 'polarity': 'neu'}, {'term': 'Ġqu es ad illa Ġand', 'polarity': 'pos'}, {'term': 'Ġo', 'polarity': 'pos'}, {'term': 'me lets Ġthe', 'polarity': 'pos'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġpromptly', 'polarity': 'neu'}, {'term': 'Ġin', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'neu'}, {'term': 'Ġfairly', 'polarity': 'neu'}, {'term': 'ience Ġwas', 'polarity': 'pos'}]"
great prime rib for the price good house beer,"[{'term': 'Ġgood', 'polarity': 'pos'}, {'term': 'Ġbeer', 'polarity': 'pos'}]"
my wife and i treked to romados and i was in sad that they didnt offer sandwiches on the weekend and i was about to leave but i regressed and got back into the 10 minute line for the chicken plate my wife said you have to at least try this place so i ordered the chicken breast plate with only salad he looked at me kind of weird that i didnt want a pound of fries and 600 calories of rice with itnnthe chicken was roillng on about 12 sckewers over coal in the background nnthe chicken was juicy and the salad was wonderful with the dressing they put on topnnthey had huge bottles of water for 1 which was awesome we were happynneveryone there was super happy they were eating 3000 calories of food no problem so i am guessing all the walking in montreal keeps these people fitnnoverall a great place but i really would have liked to try the sandwichnni am glad my wife made me stay and try their classic food instead of moving on,"[{'term': 'Ġplate Ġmy', 'polarity': 'neu'}, {'term': 'Ġbreast Ġplate Ġwith', 'polarity': 'neu'}, {'term': 'Ġhe', 'polarity': 'neu'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'Ġwith', 'polarity': 'neu'}, {'term': 'Ġwas', 'polarity': 'pos'}, {'term': 'Ġthey', 'polarity': 'pos'}, {'term': 'Ġno', 'polarity': 'neu'}, {'term': 'n', 'polarity': 'neu'}, {'term': 'Ġinstead', 'polarity': 'pos'}]"
always great service lovely ambience great wine selection and appies that cant be beat the bruschetta is delicious the meat platter is divine and the cheese plate delights my palate our party of 10 had a very enjoyable evening here with extremely attentive service i cant ever say no to postinos ever,"[{'term': 'Ġlovely', 'polarity': 'pos'}, {'term': 'ience Ġgreat', 'polarity': 'pos'}, {'term': 'Ġselection Ġand', 'polarity': 'pos'}, {'term': 'ies Ġthat', 'polarity': 'pos'}, {'term': 'us che tta Ġis', 'polarity': 'pos'}, {'term': 'Ġpl atter Ġis', 'polarity': 'pos'}, {'term': 'Ġplate Ġdel', 'polarity': 'pos'}, {'term': 'Ġi', 'polarity': 'pos'}]"
this is the place to be tuesday night half price bottles of winesni try to keep it as a place where i can meet my friends and enjoy a good bottle of wine nfor the past few months it has been the santa margarita pino grigionnthe food is pretty good as wellnnlast week while they were filming a movie at the bar i took my bff for lunch there i had the best mashrum soup ever it was probably a little more greasy than the food im used with cause by the time my risotto made it to the table i was already fullni have to recognize that ive never seen green risotto before very impressive had to take a few bites but there was no way i could finish it ill have to try it again with a glass of pino nnim not looking for an excuse to go there no need for one i think their kitchen has been improving over the years nnenjoy,"[{'term': 'anta Ġmarg ar ita Ġp ino Ġgr igion', 'polarity': 'pos'}, {'term': 'Ġis', 'polarity': 'neu'}, {'term': 'rum Ġsoup Ġever', 'polarity': 'pos'}, {'term': 'Ġim', 'polarity': 'neu'}, {'term': 'otto Ġmade', 'polarity': 'pos'}]"
the name should tell you everything you need to know about this food truckallow me to introduce you to papi queso aka daddy cheese nnthis place puts a spin on moms classic grilled cheese sandwiches no matter what you get you cannot go wrong the cheesy goodness that oozes out of every bite will literally make you melt nni have had the lobster mac the pig mac and the little green muenster all were amazing just pick your pleasurenndances away singing i luh ya papi i luh ya luh ya luh ya papi jlonnyoure welcome de nada also seems fitting here,"[{'term': 'Ġtruck', 'polarity': 'pos'}, {'term': 'Ġcheese Ġsandwiches Ġno', 'polarity': 'pos'}, {'term': 'Ġgoodness Ġthat', 'polarity': 'pos'}, {'term': 'Ġmac Ġthe', 'polarity': 'pos'}, {'term': 'Ġmac Ġand', 'polarity': 'pos'}, {'term': 'Ġmu', 'polarity': 'pos'}, {'term': 'en ster Ġall', 'polarity': 'pos'}]"
we stopped here during one of our many old town scottsdale bar crawls imagine at least 50 people dressed in santa reindeer snowmen mr and mrs claus suits invading this place nnmany of our friends rode the mechanical bull to loud cheers from the crowd one of my friends was lucky enoguh to meet and flirt with the manager she was treated to a huge yellow cotton candy feast and a dish of blueberries i should be so luckynnsaddle ranch has a large interior with an outdoor patio for the smokers but not for the people who want fresh air because of the stinkin smokersnnwell be back so stay tuned for the next bar crawl and our crazy antics you should be so lucky,"[{'term': 'Ġcotton Ġcandy Ġfeast Ġand', 'polarity': 'pos'}, {'term': 'Ġof', 'polarity': 'pos'}]"
just have to let you know stopped by here last wednesday to take advantage of their meatball wednesday that i wrote about in my previous review and they no longer have that special it has been replaced with discounted bottles of wine on wednesday humble pie is still great though,"[{'term': 'ball Ġwed', 'polarity': 'pos'}]"
i ate here again because i was staying in the cosmo and wanted to get something quick so i sat at the bar and the service there was good i remembered that the tacos were ok so i ordered the carnitas and the fish tacos i would have to say that the carnitas taco was super good the pork rinds on top put it over the top delicious the fish taco was less successful the pickled onions were too strongly flavored and completely overwhelmed the fish i also had the rou jia mo street sandwich this is slow cooked pork belly i think on a crispy baked chinese flatbread omg this was so good its even beyond wordsnnthe carnitas taco and the rou jia mo were so good that i had to go back one more time just before leaving vegas after my gambling losses i needed a sure thing,"[{'term': 'Ġand', 'polarity': 'pos'}, {'term': 'Ġthere', 'polarity': 'pos'}, {'term': 'Ġwere', 'polarity': 'pos'}, {'term': 'itas Ġand', 'polarity': 'pos'}, {'term': 'Ġtacos Ġi', 'polarity': 'pos'}, {'term': 'itas Ġtaco Ġwas', 'polarity': 'pos'}, {'term': 'Ġr ind s Ġon', 'polarity': 'pos'}, {'term': 'Ġtaco Ġwas', 'polarity': 'pos'}, {'term': 'led Ġonions Ġwere', 'polarity': 'neu'}, {'term': 'Ġj ia Ġmo Ġstreet', 'polarity': 'pos'}, {'term': 'Ġsandwich Ġthis', 'polarity': 'pos'}, {'term': 'Ġbelly Ġi', 'polarity': 'pos'}, {'term': 'inese Ġflat bread Ġo', 'polarity': 'pos'}, {'term': 'Ġj ia Ġmo Ġwere', 'polarity': 'pos'}]"
went here last night for a friends birthday party were we blown awaynnwe were part of a large party upstairs my wife and i had the ace pear pint beer i dont usually like beer but this was particularly tasty nnwe also ordered the freshest bavarian pretzel you ever ate which came with a spicy mustard that tantalized the tonguennlastly we had the ice cream cake fuhgetta bout it amazing nnwe live in chandler so its a bummer we dont have one but we do that santan brewery which is under same ownership and also quite good so next time well probably hit the tempe locationnnawesome job guys ill be spreading the word about you,"[{'term': 'Ġpint Ġbeer Ġi', 'polarity': 'pos'}, {'term': 'av arian Ġpret zel Ġyou', 'polarity': 'pos'}, {'term': 'Ġmustard Ġthat', 'polarity': 'pos'}, {'term': 'Ġcream Ġcake Ġf', 'polarity': 'pos'}, {'term': 'pe Ġlocation', 'polarity': 'pos'}]"
note this review is based on the experiences of the 7 other people with me we came here for their tues female blue crab special for 2 dollars a crab my friends have been here at least 10 times and love itnnunfortunately after eating half of a crab i started getting sick 20 mins later i was stabbed with an epipen and off to the races to the er but my personal allergies shouldnt be a reason to downgrade the ranks everyone in my party loved this place def check it out now i know im really allergic to blue crabs,[]
we go here fairly often the pizzas usually pretty good and the girls at the curbside pick up kick ass seriously they hustle and get your pizza out to you right away with a smile and a super friendly attitude,"[{'term': 'as Ġusually', 'polarity': 'pos'}, {'term': 'Ġout', 'polarity': 'pos'}]"
not a 5 but a repeat for sure price good food descent dessert good i love that your wine and speciality coffees are all included in the one fixed dining price visited the wine area lots and for dessert the coffee station was my place especially the spiked coffees where you can ask for nearly anythingbailey cappuccino please nndont get distracted by baby cakes when you first enter m resort head over to the buffet first because you can have nearly all the gellato flavors there by the time u are done baby cakes will just be a place to browse for gifts nnfood in buffet is overall good especially the asian thai section where there are extra sauces if you like the food extra spicy japanese section not bad but the rolls i find are too cold and rice too wet kind of depends who is making it that day i suppose the area that was a bit disappointing is the seafood section where the crabs are just way too salty like eating a tsp of salt with each crab leg nncarving station good but honestly i think bellagio has better option when it comes to hearty meat,"[{'term': 'Ġgood', 'polarity': 'neu'}, {'term': 'Ġdescent', 'polarity': 'pos'}, {'term': 'Ġgood', 'polarity': 'pos'}, {'term': 'Ġand', 'polarity': 'neu'}, {'term': 'ity Ġcoff ees Ġare', 'polarity': 'pos'}, {'term': 'Ġprice Ġvisited', 'polarity': 'pos'}, {'term': 'Ġthe', 'polarity': 'neu'}, {'term': 'Ġstation Ġwas', 'polarity': 'pos'}, {'term': 'Ġcoff ees Ġwhere', 'polarity': 'pos'}, {'term': 'Ġif', 'polarity': 'neu'}, {'term': 'Ġextra', 'polarity': 'neu'}, {'term': 'Ġi', 'polarity': 'neu'}, {'term': 'Ġtoo', 'polarity': 'neu'}, {'term': 'Ġsection', 'polarity': 'neu'}, {'term': 'Ġare', 'polarity': 'neu'}, {'term': 'Ġwith', 'polarity': 'neu'}, {'term': 'Ġleg Ġn', 'polarity': 'neu'}]"
